BID,Project,Product_Code,WBS,Status,Bug_hours,Created,Updated
496,02471,CND,1.3.3.x.2.y.1,C,18,2016/08/16 13:28,2016/09/20 10:36
497,02247,CND,1.5.x.y.3,C,9,2016/08/16 13:28,2016/09/20 14:37
498,02471,CND,1.3.3.x.2.y.1,C,1,2016/08/16 13:28,2016/10/07 13:17
499,02471,CND,1.3.3.x.2.y.1,C,17,2016/08/16 13:28,2016/09/01 07:12
500,02367,CND,1.3.3.x.3.y.1,C,8,2016/08/16 13:28,2016/08/22 14:24
501,02471,CND,1.3.3.x.3.y.1,C,17,2016/08/16 13:28,2016/09/21 08:55
502,02367,CND,1.2.x.y.1.1,C,3,2016/08/12 11:07,2016/08/23 16:21
503,02367,CND,1.3.3.x.2.y.1,C,12,2016/08/10 10:02,2016/10/13 14:43
504,02247,CND,1.3.3.x.2.y.1,C,19,2016/08/01 15:08,2016/09/13 12:04
505,02471,CND,1.3.3.x.3.y.1,C,5,2016/07/27 17:09,2016/09/14 06:23
506,02471,CND,1.2.x.y.1.1,C,1,2016/07/27 15:21,2016/08/23 16:26
507,02471,CND,1.3.3.x.3.y.1,C,11,2016/07/27 15:21,2016/09/06 08:34
508,02247,CND,1.3.3.x.3.y.1,C,5,2016/07/26 15:06,2016/07/27 11:51
509,02471,CND,1.3.3.x.2.y.1,C,10,2016/07/26 13:37,2016/09/06 16:53
510,02247,CND,1.3.3.x.2.y.1,C,3,2016/07/25 13:55,2016/07/26 14:48
511,02247,CND,1.3.3.x.2.y.1,C,9,2016/07/25 13:54,2016/07/26 14:33
512,02247,CND,1.3.3.x.2.y.1,C,20,2016/07/25 13:53,2016/07/26 14:05
513,02247,CND,1.5.x.y.3,C,8,2016/07/25 13:52,2016/10/13 13:40
514,02247,CND,1.3.3.x.2.y.1,C,14,2016/07/25 13:51,2016/10/13 14:21
515,02247,CND,1.3.3.x.2.y.1,C,4,2016/07/25 13:46,2016/10/13 12:39
516,02247,CND,1.3.3.x.2.y.1,C,17,2016/07/25 13:44,2016/09/07 13:20
517,02247,CND,1.3.3.x.3.y.1,C,14,2016/07/25 13:07,2016/07/25 13:58
518,02247,CND,1.3.3.x.2.y.1,C,2,2016/07/25 12:03,2016/08/11 08:46
519,02392,CND,1.3.3.x.2.y.1,C,20,2016/07/12 15:33,2016/09/22 19:49
520,02392,CND,1.3.3.x.2.y.1,C,2,2016/07/12 15:33,2016/09/12 07:18
521,02392,CND,1.3.3.x.2.y.1,C,10,2016/07/12 15:33,2016/09/06 16:54
522,02392,CND,1.3.3.x.3.y.1,C,13,2016/07/12 15:33,2016/09/14 06:25
523,02392,CND,1.3.3.x.2.y.1,C,8,2016/07/12 15:33,2016/07/27 14:41
524,02392,CND,1.3.3.x.3.y.1,C,2,2016/07/12 15:33,2016/10/13 09:03
525,02392,CND,1.3.3.x.3.y.1,C,15,2016/07/12 15:33,2016/09/06 08:34
526,02392,CND,1.3.3.x.3.y.1,C,12,2016/07/12 15:33,2016/09/06 08:35
527,02392,CND,1.3.3.x.3.y.1,C,9,2016/07/12 15:33,2016/09/09 12:31
528,02392,CND,1.3.3.x.2.y.1,C,10,2016/07/12 15:33,2016/09/14 14:09
529,02392,CND,1.3.3.x.2.y.1,C,7,2016/07/12 15:33,2016/09/06 16:55
530,02392,CND,1.3.3.x.3.y.1,C,17,2016/07/12 15:33,2016/10/13 09:00
531,02392,CND,1.3.3.x.2.y.1,C,1,2016/07/12 15:33,2016/09/06 08:33
532,02392,CND,1.3.3.x.2.y.1,C,5,2016/07/12 15:33,2016/08/30 21:32
533,02392,CND,1.3.3.x.2.y.1,C,15,2016/07/12 15:33,2016/08/01 21:16
534,02392,CND,1.3.3.x.2.y.1,C,3,2016/07/12 15:33,2016/09/14 06:29
535,02392,CND,1.3.3.x.3.y.1,C,12,2016/07/12 15:33,2016/09/06 08:37
536,02392,CND,1.3.3.x.2.y.1,C,10,2016/07/12 15:33,2016/10/13 09:52
537,02392,CND,1.3.3.x.3.y.1,C,14,2016/07/12 15:33,2016/09/14 06:29
538,02392,CND,1.3.3.x.3.y.1,C,14,2016/07/12 15:33,2016/09/14 06:24
539,02471,CND,1.3.3.x.3.y.1,C,4,2016/07/12 15:33,2016/09/06 16:55
540,02247,CND,1.3.3.x.3.y.1,C,12,2016/07/12 15:33,2016/09/20 16:24
541,02367,CND,1.3.3.x.2.y.1,C,16,2016/07/12 15:33,2016/10/04 11:33
542,02471,CND,1.3.3.x.3.y.1,C,8,2016/07/12 15:33,2016/10/04 16:18
543,02367,CND,1.3.3.x.2.y.1,C,7,2016/07/12 15:33,2016/09/22 19:39
544,02247,CND,1.3.3.x.2.y.1,C,11,2016/07/12 15:33,2016/09/22 20:05
545,02247,CND,1.3.3.x.2.y.1,C,10,2016/07/12 15:33,2016/09/14 06:27
546,02367,CND,1.3.1.x.y.1.1,C,11,2016/07/12 15:33,2016/10/04 16:18
547,02367,CND,1.3.3.x.2.y.1,C,20,2016/07/12 15:33,2016/09/20 16:51
548,02471,CND,1.3.3.x.2.y.1,C,10,2016/07/12 15:33,2016/09/14 06:27
549,02247,CND,1.3.3.x.3.y.1,C,17,2016/07/12 15:33,2016/09/22 20:22
550,02247,CND,1.3.3.x.3.y.1,C,12,2016/07/12 15:33,2016/09/22 20:16
551,02471,CND,1.3.3.x.3.y.1,C,5,2016/07/12 15:33,2016/09/20 14:22
552,02247,CND,1.3.3.x.2.y.1,C,13,2016/07/12 15:33,2016/09/14 06:27
553,02471,CND,1.3.3.x.3.y.1,C,19,2016/07/12 15:33,2016/10/04 16:19
554,02471,CND,1.3.3.x.2.y.1,C,13,2016/07/12 15:33,2016/09/19 13:10
555,02471,CND,1.3.3.x.3.y.1,C,22,2016/07/12 15:33,2016/09/06 16:56
556,02471,CND,1.3.3.x.3.y.1,C,12,2016/07/12 15:33,2016/09/06 15:34
557,02471,CND,1.3.3.x.2.y.1,C,5,2016/07/12 15:33,2016/09/20 16:51
558,02247,CND,1.3.3.x.3.y.1,C,8,2016/07/12 15:33,2016/09/06 16:56
559,02471,CND,1.3.3.x.2.y.1,C,21,2016/07/12 15:33,2016/10/04 16:20
560,02471,CND,1.5.x.y.3,C,9,2016/07/12 15:33,2016/09/06 15:40
561,02471,CND,1.3.3.x.2.y.1,C,17,2016/07/12 15:33,2016/09/20 15:12
562,02471,CND,1.3.3.x.2.y.1,C,5,2016/07/12 15:33,2016/09/06 15:34
563,02247,CND,1.3.3.x.2.y.1,C,3,2016/07/12 15:33,2016/07/27 14:41
564,02471,CND,1.3.3.x.2.y.1,C,20,2016/07/12 15:33,2016/08/30 21:29
565,02517,CND,1.3.3.x.2.y.1,C,20,2016/07/12 09:53,2016/08/04 10:50
566,02517,CND,1.3.3.x.2.y.1,C,17,2016/07/12 09:51,2016/08/04 10:46
567,02517,CND,1.3.3.x.3.y.1,C,4,2016/07/12 09:48,2016/09/20 14:26
568,02471,CND,1.1.1.x.1.1,C,18,2016/07/08 15:14,2016/07/12 17:19
569,02247,CND,1.3.3.x.2.y.1,C,12,2016/07/08 14:47,2016/10/13 06:15
570,02471,CND,1.3.3.x.2.y.1,C,8,2016/07/08 14:47,2016/08/01 21:13
571,02671,CND,1.3.3.x.2.y.1,C,12,2016/07/08 14:47,2016/07/26 06:59
572,02247,CND,1.3.3.x.2.y.1,C,1,2016/07/08 14:47,2016/08/11 08:46
573,02247,CND,1.3.3.x.2.y.1,C,18,2016/07/08 14:47,2016/08/11 08:47
574,02247,CND,1.3.3.x.2.y.1,C,14,2016/07/08 14:47,2016/08/11 08:47
575,02247,CND,1.2.x.y.1.1,C,15,2016/07/08 14:47,2016/08/11 08:47
576,02471,CND,1.3.3.x.2.y.1,C,19,2016/07/08 13:18,2016/08/25 09:53
577,02471,CND,1.3.3.x.2.y.1,C,14,2016/07/06 14:20,2016/07/12 07:42
578,02247,CND,1.3.3.x.2.y.1,C,6,2016/07/05 10:43,2016/07/27 14:41
579,02247,CND,1.3.3.x.2.y.1,C,8,2016/07/05 10:43,2016/09/22 13:46
580,02471,CND,1.3.3.x.2.y.1,C,1,2016/07/01 08:47,2016/08/25 09:52
581,02367,CND,1.3.3.x.3.y.1,C,7,2016/06/30 10:44,2016/08/08 13:56
582,02471,CND,1.3.3.x.2.y.1,C,6,2016/06/30 10:39,2016/07/24 19:04
583,02471,CND,1.3.3.x.2.y.1,C,10,2016/06/28 15:31,2016/09/20 15:45
584,02471,CND,1.3.3.x.3.y.1,C,13,2016/06/28 08:33,2016/07/26 06:59
585,02471,CND,1.3.3.x.3.y.1,C,16,2016/06/28 08:32,2016/07/26 17:31
586,02471,CND,1.3.3.x.2.y.1,C,3,2016/06/28 08:31,2016/07/24 19:04
587,02471,CND,1.3.3.x.3.y.1,C,19,2016/06/28 08:29,2016/07/26 06:54
588,02471,CND,1.3.3.x.3.y.1,C,17,2016/06/28 07:49,2016/08/09 07:39
589,02457,CND,1.3.3.x.2.y.1,C,7,2016/06/27 11:55,2016/10/04 09:17
590,02457,CND,1.3.3.x.3.y.1,C,10,2016/06/27 11:50,2016/08/11 08:48
591,02247,CND,1.1.1.x.1.1,C,10,2016/06/27 11:37,2016/07/12 16:53
592,02471,CND,1.3.3.x.2.y.1,C,16,2016/06/23 10:49,2016/08/30 21:32
593,02471,CND,1.3.1.x.y.1.1,C,14,2016/06/23 10:49,2016/09/06 08:40
594,02471,CND,1.3.3.x.3.y.1,C,5,2016/06/23 10:49,2016/07/12 15:44
595,02471,CND,1.3.3.x.3.y.1,C,19,2016/06/21 14:37,2016/08/02 13:59
596,02471,CND,1.3.3.x.3.y.1,C,12,2016/06/16 10:03,2016/06/21 21:11
597,02471,CND,1.3.3.x.3.y.1,C,11,2016/06/16 09:58,2016/06/21 21:12
598,02471,CND,1.3.3.x.3.y.1,C,17,2016/06/16 09:55,2016/08/26 13:37
599,02471,CND,1.3.3.x.3.y.1,C,11,2016/06/16 09:50,2016/08/26 11:41
600,02471,CND,1.3.3.x.2.y.1,C,16,2016/06/09 09:30,2016/07/24 18:37
601,02471,CND,1.3.3.x.2.y.1,C,12,2016/06/09 09:30,2016/06/21 21:09
602,02471,CND,1.3.3.x.2.y.1,C,21,2016/06/09 09:30,2016/09/20 16:50
603,02471,CND,1.3.3.x.2.y.1,C,14,2016/06/09 09:01,2016/08/01 21:14
604,02471,CND,1.3.3.x.3.y.1,C,11,2016/06/09 09:01,2016/07/27 14:39
605,02471,CND,1.2.x.y.1.1,C,4,2016/06/09 09:01,2016/08/23 16:25
606,02247,CND,1.3.3.x.2.y.1,C,5,2016/06/09 09:01,2016/10/13 06:12
607,02471,CND,1.3.3.x.3.y.1,C,17,2016/06/09 09:01,2016/07/11 15:16
608,02471,CND,1.3.3.x.2.y.1,C,17,2016/06/09 09:01,2016/09/06 08:27
609,02367,CND,1.5.x.y.3,C,8,2016/06/09 09:01,2016/09/07 11:28
610,02471,CND,1.3.3.x.3.y.1,C,14,2016/06/09 09:01,2016/08/11 09:10
611,02247,CND,1.3.3.x.2.y.1,C,21,2016/06/09 09:01,2016/09/14 06:26
612,02247,CND,1.3.3.x.2.y.1,C,1,2016/06/09 09:01,2016/08/30 21:29
613,02471,CND,1.3.3.x.2.y.1,C,17,2016/06/09 09:01,2016/09/07 08:27
614,02471,CND,1.3.3.x.3.y.1,C,22,2016/06/09 09:01,2016/07/12 15:48
615,02367,CND,1.3.3.x.2.y.1,C,10,2016/06/09 09:01,2016/09/07 14:13
616,02247,CND,1.3.3.x.3.y.1,C,18,2016/06/09 09:01,2016/07/24 18:33
617,02247,CND,1.3.3.x.2.y.1,C,1,2016/06/09 09:01,2016/07/12 15:43
618,02367,CND,1.3.3.x.2.y.1,C,21,2016/06/09 09:01,2016/09/22 19:56
619,02471,CND,1.3.3.x.3.y.1,C,11,2016/06/09 09:01,2016/08/09 07:39
620,02471,CND,1.3.3.x.3.y.1,C,21,2016/06/09 09:01,2016/07/24 19:05
621,02471,CND,1.3.3.x.2.y.1,C,19,2016/06/09 09:01,2016/07/20 13:48
622,02471,CND,1.3.3.x.3.y.1,C,20,2016/06/07 10:57,2016/07/25 11:00
623,02471,CND,1.3.3.x.2.y.1,C,20,2016/06/07 10:49,2016/06/21 21:08
624,02471,CND,1.3.3.x.2.y.1,C,9,2016/06/02 09:04,2016/08/15 14:32
625,02671,CND,1.1.2.x.y.1,C,1,2016/06/01 09:52,2016/06/21 21:17
626,02471,CND,1.3.3.x.3.y.1,C,17,2016/05/31 10:55,2016/06/21 21:15
627,02471,CND,1.3.3.x.2.y.1,C,6,2016/05/31 10:55,2016/08/02 13:44
628,02471,CND,1.3.3.x.2.y.1,C,4,2016/05/31 10:55,2016/07/26 07:04
629,02471,CND,1.3.3.x.3.y.1,C,15,2016/05/31 10:55,2016/06/29 08:52
630,02471,CND,1.3.3.x.2.y.1,C,20,2016/05/31 10:55,2016/06/21 21:03
631,02471,CND,1.3.3.x.3.y.1,C,1,2016/05/31 10:55,2016/08/26 11:33
632,02367,CND,1.3.3.x.3.y.1,C,5,2016/05/31 10:55,2016/08/17 07:28
633,02367,CND,1.3.3.x.2.y.1,C,15,2016/05/31 10:55,2016/08/25 11:49
634,02367,CND,1.3.3.x.2.y.1,C,5,2016/05/31 10:55,2016/07/07 10:00
635,02367,CND,1.3.3.x.2.y.1,C,2,2016/05/31 10:55,2016/07/07 09:58
636,02471,CND,1.3.3.x.2.y.1,C,2,2016/05/18 13:08,2016/07/12 13:31
637,02367,CND,1.3.3.x.2.y.1,C,19,2016/05/18 13:08,2016/07/07 08:39
638,02471,CND,1.1.2.x.y.1,C,12,2016/05/18 13:08,2016/06/21 21:16
639,02471,CND,1.3.3.x.2.y.1,C,5,2016/05/18 13:08,2016/07/24 18:38
640,02471,CND,1.3.3.x.2.y.1,C,6,2016/05/18 13:08,2016/08/02 13:31
641,02471,CND,1.3.3.x.3.y.1,C,14,2016/05/04 12:14,2016/06/28 08:50
642,02471,CND,1.3.3.x.3.y.1,C,1,2016/05/04 12:14,2016/08/11 09:11
643,02367,CND,1.3.3.x.3.y.1,C,3,2016/05/04 12:14,2016/06/28 08:50
644,02471,CND,1.3.3.x.3.y.1,C,8,2016/05/04 12:14,2016/06/28 08:49
645,02367,CND,1.1.1.x.1.1,C,13,2016/05/04 12:14,2016/06/28 08:48
646,02367,CND,1.3.3.x.2.y.1,C,22,2016/05/04 12:14,2016/08/26 10:22
647,02471,CND,1.3.3.x.3.y.1,C,19,2016/05/04 12:14,2016/08/11 09:10
648,02392,CND,1.3.3.x.3.y.1,C,16,2016/05/04 12:14,2016/09/01 10:58
649,02471,CND,1.3.3.x.2.y.1,C,18,2016/05/04 12:14,2016/08/02 13:25
650,02471,CND,1.2.x.y.1.1,C,20,2016/05/04 12:14,2016/08/10 15:22
651,02367,CND,1.3.3.x.2.y.1,C,4,2016/05/04 12:14,2016/06/17 12:07
652,02392,CND,1.1.1.x.1.1,C,6,2016/04/28 12:52,2016/06/29 09:03
653,02367,CND,1.3.3.x.3.y.1,C,2,2016/04/07 13:17,2016/07/11 15:19
654,02471,CND,1.1.2.x.y.1,C,6,2016/04/07 12:52,2016/06/28 08:47
655,02471,CND,1.3.3.x.3.y.1,C,18,2016/04/07 12:48,2016/08/10 11:24
656,02367,CND,1.3.3.x.3.y.1,C,11,2016/03/24 14:19,2016/06/28 08:44
657,02392,CND,1.3.3.x.2.y.1,C,18,2016/03/24 14:19,2016/07/11 15:20
658,02367,CND,1.3.3.x.3.y.1,C,17,2016/03/24 14:19,2016/08/11 13:51
659,02392,CND,1.3.3.x.3.y.1,C,16,2016/03/24 14:19,2016/06/17 12:07
660,02367,CND,1.3.3.x.3.y.1,C,14,2016/03/24 14:19,2016/09/01 10:56
661,02471,CND,1.3.3.x.3.y.1,C,17,2016/03/24 14:19,2016/06/28 14:39
662,02367,CND,1.5.x.y.3,C,3,2016/03/18 11:01,2016/09/08 15:47
663,02367,CND,1.5.x.y.3,C,20,2016/03/18 10:57,2016/09/08 15:52
664,02367,CND,1.3.3.x.3.y.1,C,9,2016/03/18 10:50,2016/06/17 12:08
665,02471,CND,1.3.3.x.2.y.1,C,16,2016/03/15 09:33,2016/09/08 15:53
666,02367,CND,1.3.3.x.3.y.1,C,2,2016/03/15 09:28,2016/06/17 12:08
667,02367,CND,1.3.3.x.2.y.1,C,12,2016/03/15 09:18,2016/09/20 10:53
668,02471,CND,1.3.3.x.3.y.1,C,8,2016/03/07 10:53,2016/07/13 13:30
669,02471,CND,1.3.3.x.2.y.1,C,11,2016/03/01 10:48,2016/07/26 07:00
670,02367,CND,1.3.3.x.3.y.1,C,21,2016/03/01 10:44,2016/06/17 09:46
671,02471,CND,1.3.3.x.2.y.1,C,22,2016/03/01 10:41,2016/08/08 10:33
672,02367,CND,1.3.3.x.3.y.1,C,16,2016/03/01 10:17,2016/06/20 16:09
673,02471,CND,1.3.3.x.3.y.1,C,18,2016/03/01 09:20,2016/06/23 19:49
674,02367,CND,1.3.3.x.2.y.1,C,4,2016/02/24 09:44,2016/06/28 13:56
675,02471,CND,1.1.2.x.y.1,C,21,2016/02/24 09:34,2016/06/28 08:45
676,02471,CND,1.3.3.x.2.y.1,C,13,2016/02/24 09:11,2016/07/24 18:34
677,02471,CND,1.3.3.x.3.y.1,C,13,2016/02/24 09:07,2016/09/06 15:03
678,02471,CND,1.3.3.x.2.y.1,C,2,2016/02/23 15:25,2016/06/28 11:08
679,02471,CND,1.3.3.x.2.y.1,C,21,2016/02/23 14:35,2016/08/12 14:01
680,02471,CND,1.3.3.x.2.y.1,C,4,2016/02/23 14:33,2016/08/09 13:29
681,02471,CND,1.3.3.x.3.y.1,C,8,2016/02/23 14:17,2016/06/30 12:12
682,02471,CND,1.3.3.x.3.y.1,C,10,2016/02/23 14:10,2016/07/27 14:39
683,02471,CND,1.3.3.x.2.y.1,C,1,2016/02/23 14:09,2016/06/28 11:09
684,02471,CND,1.3.3.x.2.y.1,C,8,2016/02/23 13:51,2016/10/03 10:35
685,02471,CND,1.3.3.x.2.y.1,C,16,2016/02/23 10:41,2016/08/25 13:50
686,02367,CND,1.3.3.x.3.y.1,C,5,2016/02/15 13:43,2016/09/19 10:49
687,02471,CND,1.3.3.x.3.y.1,C,5,2016/02/15 13:39,2016/07/14 08:16
688,02471,CND,1.3.3.x.2.y.1,C,14,2016/02/15 13:38,2016/07/27 14:40
689,02471,CND,1.3.3.x.2.y.1,C,3,2016/02/15 13:36,2016/07/27 14:40
690,02471,CND,1.3.3.x.2.y.1,C,7,2016/02/12 08:40,2016/09/20 11:39
691,02367,CND,1.3.3.x.2.y.1,C,13,2016/10/03 10:39,2016/10/18 11:27
692,02392,CND,1.3.3.x.2.y.1,C,5,2016/09/21 10:23,2016/10/04 16:20
693,02392,CND,1.3.3.x.2.y.1,C,21,2016/09/07 09:46,2016/09/20 16:52
694,02392,CND,1.3.3.x.2.y.1,C,20,2016/09/07 09:46,2016/09/20 16:52
695,02392,CND,1.3.3.x.2.y.1,C,12,2016/09/07 09:46,2016/09/19 12:42
696,02392,CND,1.3.3.x.2.y.1,C,11,2016/09/07 09:46,2016/09/20 15:43
697,02392,CND,1.3.3.x.2.y.1,C,17,2016/09/07 09:46,2016/09/20 15:43
698,02392,CND,1.3.3.x.3.y.1,C,10,2016/09/07 09:46,2016/09/19 12:43
699,02392,CND,1.3.3.x.2.y.1,C,6,2016/09/07 09:46,2016/09/20 15:43
700,02392,CND,1.3.3.x.2.y.1,C,3,2016/09/07 09:46,2016/09/20 15:43
701,02392,CND,1.3.3.x.2.y.1,C,3,2016/09/07 09:45,2016/09/09 11:59
702,02367,CND,1.3.3.x.2.y.1,C,12,2016/08/23 13:34,2016/09/21 10:32
703,02392,CND,1.3.3.x.2.y.1,C,4,2016/08/16 14:53,2016/09/14 06:21
704,02392,CND,1.3.3.x.2.y.1,C,3,2016/08/16 14:53,2016/09/19 13:08
705,02392,CND,1.3.3.x.2.y.1,C,16,2016/08/16 14:53,2016/10/14 18:32
706,02392,CND,1.3.3.x.3.y.1,C,15,2016/08/16 14:53,2016/09/22 20:42
707,02392,CND,1.3.3.x.2.y.1,C,6,2016/08/16 14:53,2016/10/13 06:21
708,02392,CND,1.3.1.x.y.1.1,C,7,2016/08/16 14:53,2016/09/06 16:57
709,02392,CND,1.3.3.x.2.y.1,C,4,2016/08/16 14:53,2016/09/14 06:21
710,02392,CND,1.3.3.x.2.y.1,C,2,2016/08/03 15:50,2016/08/23 16:58
711,02392,CND,1.3.3.x.3.y.1,C,7,2016/08/03 15:50,2016/10/13 07:52
712,02392,CND,1.3.3.x.3.y.1,C,14,2016/08/03 15:50,2016/08/11 15:27
713,02392,CND,1.3.3.x.2.y.1,C,5,2016/08/03 15:50,2016/09/20 16:25
714,02392,CND,1.3.3.x.3.y.1,C,6,2016/08/03 15:50,2016/09/06 16:59
715,02392,CND,1.3.3.x.3.y.1,C,13,2016/08/03 15:50,2016/09/08 10:26
716,02392,CND,1.3.3.x.2.y.1,C,2,2016/08/03 15:50,2016/09/14 06:26
717,02392,CND,1.3.3.x.2.y.1,C,16,2016/08/03 09:39,2016/08/03 10:33
718,02392,CND,1.3.3.x.3.y.1,C,5,2016/08/03 09:39,2016/08/03 10:32
719,02392,CND,1.3.3.x.2.y.1,C,8,2016/08/03 07:50,2016/09/14 06:23
720,02392,CND,1.3.3.x.2.y.1,C,18,2016/07/28 09:05,2016/09/12 07:32
721,02392,CND,1.3.3.x.3.y.1,C,6,2016/07/26 16:50,2016/09/06 14:51
722,02392,CND,1.3.3.x.2.y.1,C,9,2016/07/26 16:50,2016/09/06 08:30
723,02392,CND,1.3.3.x.2.y.1,C,11,2016/07/26 16:50,2016/09/09 11:58
724,02392,CND,1.3.3.x.2.y.1,C,3,2016/07/26 16:50,2016/08/30 21:28
725,02392,CND,1.3.3.x.3.y.1,C,13,2016/07/26 16:50,2016/09/06 10:15
726,02392,CND,1.3.3.x.3.y.1,C,14,2016/07/26 16:50,2016/08/31 10:33
727,02392,CND,1.3.3.x.2.y.1,C,18,2016/07/26 16:50,2016/09/20 13:06
728,02392,CND,1.3.3.x.2.y.1,C,19,2016/07/26 15:25,2016/09/06 08:30
729,02392,CND,1.5.x.y.3,C,20,2016/07/26 15:25,2016/09/06 13:51
730,02392,CND,1.3.3.x.2.y.1,C,2,2016/07/26 15:25,2016/10/13 10:19
731,02392,CND,1.3.3.x.2.y.1,C,14,2016/07/26 15:25,2016/09/06 08:33
732,02471,CND,1.3.3.x.2.y.1,C,4,2016/07/20 11:48,2016/07/26 07:00
733,02367,CND,1.3.3.x.3.y.1,C,18,2016/07/20 11:48,2016/09/21 10:19
734,02392,CND,1.3.3.x.2.y.1,C,19,2016/07/20 10:38,2016/09/12 08:04
735,02392,CND,1.3.3.x.2.y.1,C,21,2016/07/19 12:51,2016/10/04 16:23
736,02392,CND,1.5.x.y.3,C,8,2016/07/19 12:51,2016/09/06 10:44
737,02392,CND,1.3.3.x.3.y.1,C,2,2016/07/19 12:51,2016/09/06 08:34
738,02392,CND,1.3.3.x.3.y.1,C,11,2016/07/19 12:51,2016/10/13 08:54
739,02392,CND,1.3.3.x.3.y.1,C,8,2016/07/19 12:51,2016/09/14 06:24
740,02392,CND,1.3.3.x.3.y.1,C,6,2016/07/19 12:51,2016/09/14 06:29
741,02392,CND,1.3.3.x.3.y.1,C,17,2016/07/19 12:51,2016/09/06 17:00
742,02392,CND,1.3.3.x.3.y.1,C,8,2016/07/19 12:51,2016/09/06 13:51
743,02392,CND,1.3.3.x.2.y.1,C,2,2016/07/19 12:51,2016/08/31 08:43
744,02392,CND,1.3.3.x.3.y.1,C,18,2016/07/19 12:51,2016/09/06 08:27
745,02392,CND,1.3.3.x.3.y.1,C,8,2016/07/19 12:51,2016/09/06 13:51
746,02392,CND,1.3.3.x.3.y.1,C,22,2016/07/15 12:40,2016/09/21 18:47
747,02392,CND,1.3.3.x.3.y.1,C,11,2016/07/15 12:40,2016/09/06 13:51
