BID,Project,Product_Code,WBS,Status,Bug_hours,Created,Updated
748,02392,CND,1.3.3.x.3.y.1,C,22,2016/07/15 12:39,2016/10/13 07:51
749,02392,CND,1.3.3.x.3.y.1,C,3,2016/07/15 12:39,2016/09/06 13:51
750,02392,CND,1.3.3.x.3.y.1,C,22,2016/07/15 12:39,2016/09/14 06:29
751,02392,CND,1.3.3.x.2.y.1,C,1,2016/07/15 12:39,2016/10/13 10:02
752,02392,CND,1.3.3.x.2.y.1,C,16,2016/07/15 12:39,2016/09/14 06:21
753,02392,CND,1.3.3.x.2.y.1,C,17,2016/07/15 12:39,2016/09/06 13:50
754,02392,CND,1.3.3.x.2.y.1,C,13,2016/07/15 12:39,2016/09/09 11:57
755,02392,CND,1.3.3.x.2.y.1,C,19,2016/07/15 12:39,2016/10/13 10:23
756,02392,CND,1.3.3.x.3.y.1,C,13,2016/07/15 12:39,2016/09/09 08:49
757,02392,CND,1.3.3.x.2.y.1,C,4,2016/07/15 12:39,2016/09/06 13:50
758,02392,CND,1.3.3.x.2.y.1,C,13,2016/07/15 12:39,2016/09/14 06:22
759,02392,CND,1.3.3.x.2.y.1,C,7,2016/07/15 12:39,2016/09/06 14:52
760,02392,CND,1.3.3.x.2.y.1,C,3,2016/07/15 12:39,2016/09/06 13:51
761,02392,CND,1.3.3.x.3.y.1,C,21,2016/07/15 12:39,2016/09/19 12:44
762,02392,CND,1.3.3.x.2.y.1,C,4,2016/07/15 12:39,2016/09/14 06:22
763,02392,CND,1.3.3.x.2.y.1,C,6,2016/07/15 12:39,2016/09/09 12:17
764,02392,CND,1.3.3.x.2.y.1,C,7,2016/07/15 12:39,2016/09/06 14:50
765,02392,CND,1.3.3.x.3.y.1,C,6,2016/07/15 12:39,2016/09/19 12:49
766,02392,CND,1.5.x.y.3,C,9,2016/07/15 12:39,2016/09/06 13:50
767,02392,CND,1.3.3.x.2.y.1,C,10,2016/07/15 12:39,2016/09/09 11:58
768,02392,CND,1.5.x.y.3,C,1,2016/07/15 12:39,2016/09/06 13:50
769,02392,CND,1.3.3.x.2.y.1,C,21,2016/07/15 12:39,2016/10/04 16:23
770,02392,CND,1.3.3.x.2.y.1,C,8,2016/07/15 12:39,2016/09/14 06:25
771,02392,CND,1.3.3.x.3.y.1,C,17,2016/07/15 12:39,2016/09/19 13:07
772,02392,CND,1.3.3.x.3.y.1,C,18,2016/06/14 12:51,2016/07/12 15:47
773,02392,CND,1.3.3.x.2.y.1,C,20,2016/06/14 12:51,2016/08/23 21:22
774,02392,CND,1.5.x.y.3,C,14,2016/06/09 14:47,2016/09/06 13:50
775,02392,CND,1.3.3.x.2.y.1,C,4,2016/06/09 14:47,2016/10/13 10:23
776,02392,CND,1.3.3.x.2.y.1,C,11,2016/06/09 14:47,2016/07/24 18:36
777,02392,CND,1.3.3.x.3.y.1,C,21,2016/06/09 14:47,2016/07/27 14:40
778,02392,CND,1.3.3.x.3.y.1,C,6,2016/04/19 13:19,2016/06/28 16:19
779,02392,CND,1.1.1.x.1.1,C,6,2016/04/06 07:58,2016/06/29 11:41
780,02392,CND,1.3.3.x.2.y.1,C,12,2016/03/11 15:18,2016/07/11 15:20
781,02392,CND,1.3.3.x.3.y.1,C,11,2016/03/11 15:18,2016/06/28 15:12
782,02392,CND,1.3.3.x.3.y.1,C,20,2016/02/26 15:08,2016/09/26 12:21
783,02392,CND,1.3.3.x.2.y.1,C,1,2016/02/25 15:14,2016/09/26 12:20
784,02392,CND,1.3.3.x.3.y.1,C,4,2016/02/25 15:14,2016/07/13 11:18
785,02392,CND,1.3.1.x.y.1.1,C,7,2015/10/15 15:34,2016/07/22 10:05
786,02392,CND,1.2.x.y.1.1,C,19,2015/07/30 15:08,2016/07/22 10:07
787,02671,CND,1.7.x.1,C,4,2016/05/11 12:29,2016/08/30 12:25
788,02671,CND,1.7.x.1,C,21,2016/05/11 12:29,2016/08/30 12:25
789,02457,ADS,1.3.3.x.2.y.1,C,1,2016/07/26 17:01,2016/09/27 16:32
790,02457,ADS,1.3.3.x.2.y.1,C,16,2016/05/09 08:57,2016/08/22 13:35
791,02367,ADS,1.3.3.x.2.y.1,C,7,2015/07/14 16:39,2016/07/12 09:50
792,02247,ADS,1.3.1.x.y.1.1,C,21,2016/09/23 11:37,2016/09/23 16:11
793,02247,ADS,1.3.3.x.3.y.1,C,4,2016/09/23 11:33,2016/09/23 16:11
794,02367,ADS,1.3.3.x.2.y.1,C,7,2016/09/21 13:18,2016/09/23 10:17
795,02517,ADS,1.3.1.x.y.1.1,C,7,2016/09/21 12:21,2016/09/21 13:39
796,02392,ADS,1.3.3.x.2.y.1,C,6,2016/09/20 14:31,2016/09/29 16:07
797,02367,ADS,1.3.3.x.2.y.1,C,10,2016/09/15 13:12,2016/09/23 10:24
798,02367,ADS,1.3.3.x.2.y.1,C,3,2016/09/15 12:56,2016/09/23 10:16
799,02367,ADS,1.3.3.x.3.y.1,C,12,2016/09/15 11:40,2016/09/23 10:24
800,02392,ADS,1.3.3.x.2.y.1,C,15,2016/09/09 14:19,2016/09/14 10:57
801,02367,ADS,1.3.3.x.3.y.1,C,15,2016/09/02 09:59,2016/09/06 07:15
802,02471,ADS,1.5.x.y.3,C,20,2016/09/02 09:04,2016/09/06 07:16
803,02392,ADS,1.3.3.x.3.y.1,C,18,2016/09/01 14:50,2016/09/06 15:35
804,02367,ADS,1.3.3.x.2.y.1,C,8,2016/09/01 11:12,2016/09/09 11:04
805,02392,ADS,1.5.x.y.3,C,14,2016/08/30 15:43,2016/09/06 07:20
806,02392,ADS,1.3.3.x.3.y.1,C,3,2016/08/30 15:34,2016/09/06 07:20
807,02471,ADS,1.3.3.x.3.y.1,C,2,2016/08/30 09:25,2016/09/01 07:58
808,02471,ADS,1.3.3.x.2.y.1,C,3,2016/08/30 08:50,2016/09/06 12:05
809,02457,ADS,1.3.3.x.3.y.1,C,17,2016/08/29 14:27,2016/09/15 16:02
810,02457,ADS,1.3.3.x.2.y.1,C,11,2016/08/26 09:39,2016/09/15 14:51
811,02247,ADS,1.5.x.y.3,C,17,2016/08/26 08:49,2016/09/12 14:07
812,02247,ADS,1.5.x.y.3,C,19,2016/08/26 08:37,2016/09/12 14:07
813,02247,ADS,1.3.3.x.2.y.1,C,9,2016/08/26 08:29,2016/08/30 14:33
814,02457,ADS,1.3.3.x.3.y.1,C,4,2016/08/25 14:15,2016/09/27 16:30
815,02457,ADS,1.3.3.x.3.y.1,C,10,2016/08/25 14:04,2016/09/27 16:31
816,02457,ADS,1.3.3.x.2.y.1,C,1,2016/08/25 13:44,2016/09/02 09:31
817,02457,ADS,1.3.3.x.2.y.1,C,10,2016/08/25 13:32,2016/09/27 16:31
818,02471,ADS,1.7.x.1,C,16,2016/08/25 07:50,2016/08/31 16:28
819,02367,ADS,1.3.3.x.3.y.1,C,19,2016/08/22 15:58,2016/08/22 16:24
820,02392,ADS,1.3.3.x.3.y.1,C,20,2016/08/19 09:13,2016/09/09 14:53
821,02367,ADS,1.3.3.x.2.y.1,C,22,2016/08/19 08:33,2016/08/19 10:13
822,02367,ADS,1.3.3.x.2.y.1,C,21,2016/08/19 08:32,2016/08/19 10:22
823,02392,ADS,1.3.3.x.2.y.1,C,10,2016/08/18 15:05,2016/09/09 16:04
824,02392,ADS,1.3.3.x.3.y.1,C,15,2016/08/18 14:57,2016/09/09 14:31
825,02392,ADS,1.3.3.x.3.y.1,C,16,2016/08/18 14:56,2016/08/25 08:14
826,02392,ADS,1.3.1.x.y.1.1,C,14,2016/08/17 08:17,2016/08/30 14:15
827,02457,ADS,1.3.1.x.y.1.1,C,2,2016/08/16 17:58,2016/08/23 15:03
828,02471,ADS,1.3.3.x.3.y.1,C,7,2016/08/15 11:27,2016/08/18 16:33
829,02471,ADS,1.3.3.x.2.y.1,C,17,2016/08/13 12:33,2016/08/19 13:03
830,02367,ADS,1.3.3.x.2.y.1,C,11,2016/08/13 11:05,2016/09/14 10:56
831,02392,ADS,1.3.3.x.3.y.1,C,2,2016/08/12 08:43,2016/08/31 16:10
832,02392,ADS,1.3.3.x.2.y.1,C,17,2016/08/12 08:38,2016/09/14 10:56
833,02367,ADS,1.3.3.x.2.y.1,C,12,2016/08/11 17:15,2016/08/15 08:02
834,02367,ADS,1.3.3.x.2.y.1,C,14,2016/08/11 17:07,2016/08/15 07:56
835,02367,ADS,1.3.3.x.2.y.1,C,4,2016/08/11 16:13,2016/08/22 13:36
836,02471,ADS,1.3.3.x.2.y.1,C,9,2016/08/11 09:49,2016/08/15 08:00
837,02247,ADS,1.3.3.x.2.y.1,C,1,2016/08/11 07:33,2016/09/06 15:34
838,02392,ADS,1.5.x.y.3,C,20,2016/08/10 13:54,2016/09/06 07:17
839,02367,ADS,1.3.3.x.3.y.1,C,17,2016/08/09 16:45,2016/08/19 13:01
840,02471,ADS,1.3.3.x.2.y.1,C,2,2016/08/08 14:32,2016/08/19 10:29
841,02392,ADS,1.7.x.1,C,13,2016/08/08 14:26,2016/08/30 14:15
842,02471,ADS,1.2.x.y.1.1,C,1,2016/08/08 14:22,2016/08/19 10:29
843,02367,ADS,1.3.3.x.2.y.1,C,13,2016/08/08 13:31,2016/08/19 10:28
844,02367,ADS,1.3.1.x.y.1.1,C,20,2016/08/08 13:16,2016/08/26 15:27
845,02471,ADS,1.3.3.x.3.y.1,C,19,2016/08/08 13:05,2016/08/22 16:24
846,02367,ADS,1.3.3.x.2.y.1,C,19,2016/08/05 15:45,2016/08/19 13:02
847,02392,ADS,1.3.3.x.3.y.1,C,3,2016/08/04 12:48,2016/09/09 14:27
848,02392,ADS,1.7.x.1,C,8,2016/08/04 08:53,2016/08/30 14:31
849,02457,ADS,1.3.3.x.3.y.1,C,17,2016/08/03 11:18,2016/09/09 14:30
850,02392,ADS,1.3.3.x.2.y.1,C,6,2016/08/01 09:51,2016/08/08 10:20
851,02457,ADS,1.3.3.x.2.y.1,C,22,2016/07/30 13:08,2016/08/01 15:06
852,02392,ADS,1.3.3.x.3.y.1,C,7,2016/07/29 10:54,2016/08/30 09:56
853,02392,ADS,1.3.3.x.2.y.1,C,17,2016/07/28 11:11,2016/09/12 14:06
854,02392,ADS,1.3.3.x.3.y.1,C,14,2016/07/26 16:31,2016/09/06 15:33
855,02392,ADS,1.3.3.x.2.y.1,C,14,2016/07/26 16:20,2016/08/22 11:11
856,02471,ADS,1.3.3.x.2.y.1,C,6,2016/07/26 16:07,2016/09/13 08:14
857,02471,ADS,1.3.3.x.3.y.1,C,4,2016/07/13 09:47,2016/08/17 15:54
858,02471,ADS,1.3.3.x.3.y.1,C,4,2016/07/13 16:05,2016/07/29 10:46
859,02457,ADS,1.3.3.x.2.y.1,C,5,2016/07/26 13:55,2016/08/23 16:28
860,02392,ADS,1.3.3.x.3.y.1,C,17,2016/07/26 12:59,2016/09/02 09:26
861,02392,ADS,1.3.3.x.2.y.1,C,2,2016/07/26 10:05,2016/09/12 14:06
862,02392,ADS,1.3.3.x.2.y.1,C,22,2016/07/25 09:34,2016/10/03 16:29
863,02247,ADS,1.3.3.x.3.y.1,C,11,2016/07/22 15:40,2016/08/30 14:34
864,02457,ADS,1.3.3.x.2.y.1,C,11,2016/07/22 15:31,2016/08/22 11:12
865,02457,ADS,1.7.x.1,C,17,2016/07/22 15:25,2016/08/31 16:26
866,02457,ADS,1.3.3.x.3.y.1,C,18,2016/07/22 15:19,2016/09/06 16:28
867,02471,ADS,1.2.x.y.1.1,C,14,2016/07/21 12:42,2016/07/26 08:48
868,02471,ADS,1.3.3.x.2.y.1,C,3,2016/07/13 16:02,2016/08/29 13:07
869,02247,ADS,1.3.3.x.3.y.1,C,17,2016/07/20 14:12,2016/07/21 08:11
870,02392,ADS,1.7.x.1,C,14,2016/07/20 08:30,2016/08/30 14:16
871,02471,ADS,1.3.3.x.2.y.1,C,9,2016/07/18 11:49,2016/07/20 08:07
872,02471,ADS,1.3.3.x.3.y.1,C,2,2016/07/15 14:30,2016/10/06 10:12
873,02392,ADS,1.3.3.x.2.y.1,C,17,2016/07/14 13:29,2016/08/12 11:46
874,02392,ADS,1.2.x.y.1.1,C,6,2016/07/14 13:20,2016/07/26 08:20
875,02392,ADS,1.3.3.x.3.y.1,C,5,2016/07/14 13:15,2016/09/09 16:03
876,02471,ADS,1.3.3.x.2.y.1,C,7,2016/07/13 18:37,2016/07/26 16:06
877,02457,ADS,1.3.3.x.2.y.1,C,21,2016/07/12 16:09,2016/09/15 14:58
878,02247,ADS,1.3.3.x.2.y.1,C,1,2016/07/11 17:33,2016/08/09 16:46
879,02247,ADS,1.3.3.x.3.y.1,C,12,2016/07/11 17:32,2016/09/19 10:56
880,02247,ADS,1.3.3.x.3.y.1,C,1,2016/07/11 17:32,2016/08/09 16:46
881,02247,ADS,1.3.3.x.3.y.1,C,7,2016/07/11 17:31,2016/07/21 14:48
882,02247,ADS,1.3.3.x.3.y.1,C,18,2016/07/11 17:31,2016/09/13 07:52
883,02247,ADS,1.1.1.x.1.1,C,15,2016/07/11 17:30,2016/07/21 14:48
884,02247,ADS,1.3.3.x.2.y.1,C,11,2016/07/11 17:30,2016/07/21 14:47
885,02247,ADS,1.3.1.x.y.1.1,C,2,2016/07/11 17:30,2016/09/06 15:35
886,02247,ADS,1.3.3.x.2.y.1,C,15,2016/07/11 16:59,2016/07/21 11:16
887,02392,ADS,1.3.3.x.2.y.1,C,16,2016/07/11 10:22,2016/08/26 15:35
888,02367,ADS,1.3.3.x.3.y.1,C,20,2016/07/11 10:12,2016/08/26 15:30
889,02471,ADS,1.2.x.y.1.1,C,6,2016/07/11 08:49,2016/07/26 08:49
890,02471,ADS,1.3.3.x.3.y.1,C,7,2016/07/11 08:35,2016/07/11 12:52
891,02471,ADS,1.3.3.x.3.y.1,C,11,2016/07/11 08:17,2016/07/11 12:52
892,02392,ADS,1.3.3.x.3.y.1,C,10,2016/07/08 14:32,2016/09/26 14:11
893,02247,ADS,1.3.3.x.3.y.1,C,7,2016/07/08 10:42,2016/07/25 14:08
894,02247,ADS,1.3.3.x.3.y.1,C,21,2016/07/08 10:40,2016/07/14 16:10
895,02247,ADS,1.3.3.x.3.y.1,C,20,2016/07/08 10:35,2016/07/25 14:08
896,02247,ADS,1.3.1.x.y.1.1,C,2,2016/07/08 10:24,2016/07/14 08:32
897,02392,ADS,1.3.3.x.3.y.1,C,3,2016/07/07 15:39,2016/07/08 12:27
898,02392,ADS,1.3.3.x.2.y.1,C,12,2016/07/07 15:24,2016/09/09 11:05
899,02392,ADS,1.3.3.x.3.y.1,C,3,2016/07/07 09:26,2016/09/06 07:20
900,02471,ADS,1.3.3.x.3.y.1,C,8,2016/07/07 09:02,2016/08/01 11:15
901,02457,ADS,1.3.3.x.2.y.1,C,15,2016/07/05 15:54,2016/07/06 15:14
902,02457,ADS,1.3.3.x.3.y.1,C,4,2016/07/05 14:41,2016/09/15 16:02
903,02457,ADS,1.3.3.x.2.y.1,C,12,2016/07/05 14:13,2016/07/05 16:53
904,02457,ADS,1.1.1.x.1.1,C,10,2016/06/10 15:31,2016/07/08 13:08
905,02457,ADS,1.3.3.x.3.y.1,C,15,2016/07/05 14:06,2016/07/08 12:28
906,02457,ADS,1.3.3.x.3.y.1,C,20,2016/06/30 09:31,2016/07/08 12:29
907,02392,ADS,1.3.3.x.3.y.1,C,22,2016/06/29 11:07,2016/09/06 07:15
908,02367,ADS,1.3.3.x.3.y.1,C,17,2016/06/28 12:07,2016/09/06 07:44
909,02247,ADS,1.3.3.x.3.y.1,C,19,2016/06/28 11:59,2016/09/01 08:05
910,02392,ADS,1.3.3.x.3.y.1,C,8,2016/06/28 11:51,2016/09/13 07:08
911,02247,ADS,1.7.x.1,C,22,2016/06/27 14:34,2016/08/30 14:33
912,02392,ADS,1.3.3.x.3.y.1,C,5,2016/06/24 14:25,2016/09/01 08:04
913,02392,ADS,1.3.3.x.3.y.1,C,3,2016/06/24 09:39,2016/09/12 14:07
914,02471,ADS,1.3.3.x.3.y.1,C,8,2016/06/24 09:25,2016/06/28 10:22
915,02471,ADS,1.3.3.x.2.y.1,C,14,2016/06/24 09:22,2016/07/12 15:33
916,02471,ADS,1.3.3.x.2.y.1,C,9,2016/06/24 09:15,2016/07/19 12:58
917,02392,ADS,1.3.3.x.3.y.1,C,4,2016/06/23 10:38,2016/07/11 12:53
918,02392,ADS,1.3.3.x.3.y.1,C,4,2016/06/23 10:32,2016/08/18 16:31
919,02367,ADS,1.3.3.x.3.y.1,C,8,2016/06/23 10:30,2016/10/04 12:12
920,02471,ADS,1.3.3.x.3.y.1,C,12,2016/06/23 08:56,2016/07/18 11:39
921,02247,ADS,1.3.3.x.3.y.1,C,1,2016/06/22 15:21,2016/07/26 08:50
922,02457,ADS,1.3.3.x.2.y.1,C,14,2016/06/22 15:05,2016/07/26 08:16
923,02457,ADS,1.3.3.x.2.y.1,C,10,2016/06/22 14:57,2016/08/22 11:11
924,02457,ADS,1.3.3.x.2.y.1,C,8,2016/06/22 14:45,2016/08/04 15:49
925,02457,ADS,1.3.3.x.3.y.1,C,3,2016/06/22 14:37,2016/06/23 15:54
926,02392,ADS,1.3.3.x.3.y.1,C,5,2016/06/22 14:18,2016/09/06 16:28
927,02392,ADS,1.3.3.x.2.y.1,C,21,2016/06/22 14:16,2016/09/07 10:47
928,02247,ADS,1.3.3.x.2.y.1,C,16,2016/06/22 13:47,2016/09/06 16:29
929,02392,ADS,1.3.3.x.2.y.1,C,21,2016/06/22 13:43,2016/08/09 15:49
930,02247,ADS,1.3.3.x.2.y.1,C,3,2016/06/22 13:34,2016/08/30 09:56
931,02367,ADS,1.1.2.x.y.1,C,5,2016/06/01 16:19,2016/06/22 09:43
932,02392,ADS,1.1.2.x.y.1,C,21,2016/06/22 08:10,2016/06/22 08:11
933,02392,ADS,1.3.3.x.2.y.1,C,22,2016/06/21 16:10,2016/08/26 09:21
934,02392,ADS,1.3.3.x.2.y.1,C,20,2016/06/21 16:03,2016/08/26 09:22
935,02247,ADS,1.3.3.x.3.y.1,C,19,2016/06/21 11:25,2016/09/23 10:31
936,02247,ADS,1.3.3.x.3.y.1,C,9,2016/06/21 11:24,2016/09/23 16:10
937,02247,ADS,1.3.3.x.3.y.1,C,1,2016/06/20 10:17,2016/07/18 11:40
938,02247,ADS,1.3.1.x.y.1.1,C,20,2016/06/20 10:16,2016/07/25 14:09
939,02247,ADS,1.3.3.x.3.y.1,C,5,2016/06/20 08:08,2016/09/23 16:11
940,02247,ADS,1.3.3.x.3.y.1,C,10,2016/06/20 08:06,2016/07/20 15:03
941,02392,ADS,1.3.3.x.2.y.1,C,10,2016/06/20 07:55,2016/07/21 14:34
942,02471,ADS,1.3.1.x.y.1.1,C,11,2016/06/19 23:07,2016/08/18 15:43
943,02471,ADS,1.3.3.x.3.y.1,C,18,2016/06/19 23:02,2016/07/05 10:00
944,02471,ADS,1.3.3.x.3.y.1,C,8,2016/06/19 22:56,2016/07/26 08:49
945,02471,ADS,1.3.3.x.2.y.1,C,8,2016/06/19 22:53,2016/07/18 13:07
946,02471,ADS,1.3.3.x.2.y.1,C,17,2016/06/19 22:47,2016/08/16 10:21
947,02471,ADS,1.3.3.x.3.y.1,C,19,2016/06/19 22:46,2016/07/21 08:12
948,02471,ADS,1.3.3.x.2.y.1,C,14,2016/06/19 22:42,2016/07/08 12:26
949,02471,ADS,1.3.3.x.3.y.1,C,8,2016/06/19 22:38,2016/07/08 12:26
950,02471,ADS,1.3.3.x.2.y.1,C,15,2016/06/19 22:35,2016/06/28 10:24
951,02471,ADS,1.3.3.x.2.y.1,C,16,2016/06/19 22:31,2016/07/26 14:47
952,02471,ADS,1.3.3.x.3.y.1,C,20,2016/06/19 22:23,2016/07/11 12:53
953,02471,ADS,1.3.3.x.3.y.1,C,1,2016/06/19 22:20,2016/09/07 15:29
954,02471,ADS,1.3.3.x.3.y.1,C,14,2016/06/19 22:19,2016/07/12 16:19
955,02471,ADS,1.3.3.x.2.y.1,C,10,2016/06/19 22:15,2016/07/18 13:07
956,02367,ADS,1.3.3.x.2.y.1,C,16,2016/06/19 22:10,2016/08/24 12:34
957,02471,ADS,1.3.3.x.3.y.1,C,10,2016/06/19 22:05,2016/07/18 11:41
958,02471,ADS,1.3.3.x.2.y.1,C,7,2016/06/19 22:01,2016/08/03 14:43
959,02471,ADS,1.3.3.x.2.y.1,C,15,2016/06/19 21:56,2016/07/19 15:32
960,02471,ADS,1.3.3.x.3.y.1,C,20,2016/06/19 21:50,2016/07/26 08:49
961,02471,ADS,1.3.3.x.3.y.1,C,12,2016/06/19 21:45,2016/09/02 09:34
962,02471,ADS,1.3.3.x.3.y.1,C,16,2016/06/19 21:44,2016/07/25 14:07
963,02471,ADS,1.3.3.x.3.y.1,C,19,2016/06/19 21:33,2016/08/09 09:05
964,02471,ADS,1.2.x.y.1.1,C,11,2016/06/19 21:32,2016/07/28 08:57
965,02392,ADS,1.3.3.x.2.y.1,C,20,2016/06/17 15:15,2016/07/26 08:17
966,02392,ADS,1.3.3.x.2.y.1,C,18,2016/06/17 15:15,2016/07/18 13:23
967,02392,ADS,1.3.3.x.2.y.1,C,10,2016/06/17 14:44,2016/08/09 13:52
968,02392,ADS,1.3.3.x.2.y.1,C,19,2016/06/17 14:06,2016/08/09 13:53
969,02367,ADS,1.3.3.x.2.y.1,C,9,2016/06/17 11:11,2016/07/21 14:33
970,02367,ADS,1.3.3.x.3.y.1,C,18,2016/06/17 10:45,2016/06/23 15:54
971,02517,ADS,1.5.x.y.3,C,22,2016/06/17 10:12,2016/10/04 15:03
972,02517,ADS,1.3.3.x.2.y.1,C,7,2016/06/17 10:09,2016/10/04 08:20
973,02392,ADS,1.3.3.x.3.y.1,C,16,2016/06/16 13:13,2016/09/06 14:39
974,02392,ADS,1.3.3.x.3.y.1,C,8,2016/06/16 13:12,2016/09/09 14:26
975,02392,ADS,1.3.3.x.3.y.1,C,10,2016/06/16 13:10,2016/08/25 08:13
976,02247,ADS,1.3.3.x.2.y.1,C,3,2016/06/16 13:00,2016/08/29 11:38
977,02471,ADS,1.3.3.x.3.y.1,C,15,2016/06/16 10:19,2016/06/28 10:22
978,02392,ADS,1.3.3.x.2.y.1,C,8,2016/06/16 10:14,2016/08/09 13:54
979,02392,ADS,1.3.3.x.2.y.1,C,17,2016/06/16 10:11,2016/08/26 15:33
980,02392,ADS,1.3.3.x.2.y.1,C,21,2016/06/16 10:08,2016/08/01 15:04
981,02392,ADS,1.3.3.x.3.y.1,C,15,2016/06/16 10:04,2016/08/26 15:32
982,02247,ADS,1.3.3.x.3.y.1,C,12,2016/06/15 10:43,2016/07/25 14:08
983,02247,ADS,1.3.3.x.3.y.1,C,16,2016/06/15 10:31,2016/09/01 07:59
984,02471,ADS,1.3.3.x.3.y.1,C,5,2016/06/14 17:11,2016/07/28 15:36
985,02247,ADS,1.3.3.x.3.y.1,C,9,2016/06/14 15:12,2016/06/20 16:08
986,02247,ADS,1.3.3.x.3.y.1,C,18,2016/06/10 09:28,2016/09/23 10:30
987,02392,ADS,1.3.3.x.3.y.1,C,10,2016/06/06 10:54,2016/06/27 10:00
988,02392,ADS,1.3.3.x.3.y.1,C,16,2016/06/06 10:53,2016/06/28 10:22
989,02392,ADS,1.3.3.x.3.y.1,C,18,2016/06/09 15:33,2016/09/28 13:24
990,02392,ADS,1.3.3.x.3.y.1,C,12,2016/06/09 15:09,2016/06/20 16:08
991,02471,ADS,1.3.3.x.3.y.1,C,18,2016/06/09 14:30,2016/06/22 14:55
992,02367,ADS,1.3.3.x.2.y.1,C,3,2016/06/09 10:09,2016/08/01 15:07
993,02367,ADS,1.3.3.x.3.y.1,C,4,2016/06/09 10:08,2016/06/17 13:49
994,02457,ADS,1.3.3.x.3.y.1,C,22,2016/06/06 14:23,2016/07/05 16:52
995,02392,ADS,1.3.3.x.3.y.1,C,21,2016/06/06 13:22,2016/09/01 09:48
996,02471,ADS,1.3.3.x.2.y.1,C,15,2016/06/06 08:33,2016/07/12 15:32
997,02471,ADS,1.3.3.x.2.y.1,C,10,2016/06/03 08:13,2016/07/19 07:56
998,02367,ADS,1.3.1.x.y.1.1,C,16,2016/05/26 11:25,2016/09/01 09:37
999,02367,ADS,1.3.3.x.2.y.1,C,22,2016/05/26 11:09,2016/08/15 07:59
1000,02367,ADS,1.3.3.x.2.y.1,C,6,2016/05/26 11:09,2016/06/28 10:23
